,ISO3,Code,Region,Year,Area Lit,Electricity Consumption,CO2 Emissions,GDP,Population,N2O Emissions,CH4 Emissions,Fluoride Emissions,Poverty Headcount Ratio,CountryCode,LongName,Continent,IncomeGroup
47,AZE,AZE,Azerbaijan,2010,7.379086686115933,2.607656589,17.23906032,3.968454441,16.01875388,7.881031076,9.820133117,7.040405033,9.1,AZE,Republic of Azerbaijan,Europe & Central Asia,Upper middle income
48,AZE,AZE,Azerbaijan,2009,6.827210993307612,2.601171497,17.27820747,3.790792569,16.006856,,,6.00745846,10.9,AZE,Republic of Azerbaijan,Europe & Central Asia,Upper middle income
49,AZE,AZE,Azerbaijan,2008,6.912603703634029,2.815249425,17.38515294,3.888805205,15.98609452,7.871845208,9.737379838,6.265044526,13.2,AZE,Republic of Azerbaijan,Europe & Central Asia,Upper middle income
50,AZE,AZE,Azerbaijan,2007,7.109416372278734,2.832272902,17.2335467,3.498031968,15.96509598,,,6.313980924,15.8,AZE,Republic of Azerbaijan,Europe & Central Asia,Upper middle income
51,AZE,AZE,Azerbaijan,2006,6.794176220006762,2.966942805,17.48335091,3.04367783,15.95375742,,,7.077672722,,AZE,Republic of Azerbaijan,Europe & Central Asia,Upper middle income
52,AZE,AZE,Azerbaijan,2005,6.569508213971898,2.848765891,17.351757,2.583651974,15.94277155,7.863112866,9.4006549,6.349918408,,AZE,Republic of Azerbaijan,Europe & Central Asia,Upper middle income
53,AZE,AZE,Azerbaijan,2004,6.764019199288823,2.948888015,17.28405243,2.161080504,15.9325489,,,6.893539715,,AZE,Republic of Azerbaijan,Europe & Central Asia,Upper middle income
54,AZE,AZE,Azerbaijan,2003,6.567416013793885,2.906957889,17.23702622,1.984549115,15.92379463,,,6.381045839,,AZE,Republic of Azerbaijan,Europe & Central Asia,Upper middle income
55,AZE,AZE,Azerbaijan,2002,7.04040434343445,2.780843309,17.20378115,1.830342952,15.91621812,,,6.214172003,,AZE,Republic of Azerbaijan,Europe & Central Asia,Upper middle income
56,AZE,AZE,Azerbaijan,2001,6.7514410199085315,2.745340848,17.17488829,1.741801817,15.90875638,,,6.790267075,49.6,AZE,Republic of Azerbaijan,Europe & Central Asia,Upper middle income
57,AZE,AZE,Azerbaijan,2000,6.659359399390757,2.734763535,17.2001838,1.662526861,15.90100872,7.61662816,9.205418278,6.138873265,,AZE,Republic of Azerbaijan,Europe & Central Asia,Upper middle income
58,AZE,AZE,Azerbaijan,1999,6.509888882610292,2.715886087,17.16811034,1.521965871,15.89279352,,,6.204131409,,AZE,Republic of Azerbaijan,Europe & Central Asia,Upper middle income
59,AZE,AZE,Azerbaijan,1998,6.194607191628054,2.691920819,17.27105552,1.492093929,15.88401753,,,6.256912514,,AZE,Republic of Azerbaijan,Europe & Central Asia,Upper middle income
60,AZE,AZE,Azerbaijan,1997,6.274290290349881,2.647592232,17.21032236,1.376928176,15.87452615,,,4.703385233,,AZE,Republic of Azerbaijan,Europe & Central Asia,Upper middle income
61,AZE,AZE,Azerbaijan,1996,6.53667959194859,2.611098675,17.26583237,1.155858534,15.86487942,,,4.422688616,,AZE,Republic of Azerbaijan,Europe & Central Asia,Upper middle income
62,AZE,AZE,Azerbaijan,1995,6.681077347261553,2.619146125,17.32645014,1.115950287,15.85478093,,,4.606968568,,AZE,Republic of Azerbaijan,Europe & Central Asia,Upper middle income
63,AZE,AZE,Azerbaijan,1994,6.955141655311237,2.680610485,17.56907412,1.198077362,15.84326399,,,4.820668587,,AZE,Republic of Azerbaijan,Europe & Central Asia,Upper middle income
64,AZE,AZE,Azerbaijan,1993,6.614119053125217,2.662634338,17.71475535,1.379528373,15.82974669,,,5.10296528,,AZE,Republic of Azerbaijan,Europe & Central Asia,Upper middle income
65,AZE,AZE,Azerbaijan,1992,6.779590061046581,2.724448347,17.87039059,1.607706506,15.81455516,,,5.313954467,,AZE,Republic of Azerbaijan,Europe & Central Asia,Upper middle income
66,ALB,ALB,Albania,2013,6.331463871219888,1.5153469890345048,15.387199042374123,2.5590272624477914,14.879066145269507,,,,,ALB,Republic of Albania,Europe & Central Asia,Upper middle income
67,ALB,ALB,Albania,2012,6.262547237000622,1.400936638,15.365643165400646,2.51321302,14.8803899,,,5.030690177,14.3,ALB,Republic of Albania,Europe & Central Asia,Upper middle income
68,ALB,ALB,Albania,2011,6.226757858231247,1.645962687,15.35626077,2.556519056,14.88186821,,,5.030690177,,ALB,Republic of Albania,Europe & Central Asia,Upper middle income
69,ALB,ALB,Albania,2010,6.1998547911485,1.574212727,15.30053379,2.478801154,14.88470124,7.024293095,7.860455083,5.030690177,,ALB,Republic of Albania,Europe & Central Asia,Upper middle income
70,ALB,ALB,Albania,2009,5.469618626290158,1.50228468,15.31700863,2.488583888,14.88966586,,,4.840972476,,ALB,Republic of Albania,Europe & Central Asia,Upper middle income
71,ALB,ALB,Albania,2008,5.866611001080672,1.453017993,15.35390135,2.555780801,14.89640481,7.022333184,7.830703799,4.950939782,12.4,ALB,Republic of Albania,Europe & Central Asia,Upper middle income
72,ALB,ALB,Albania,2007,5.721452769791802,1.306623251,15.31455464,2.370338272,14.90407823,,,7.535104479,,ALB,Republic of Albania,Europe & Central Asia,Upper middle income
73,ALB,ALB,Albania,2006,5.4213091224045575,1.095748191,15.1674769,2.211845841,14.91163542,,,4.350535323,,ALB,Republic of Albania,Europe & Central Asia,Upper middle income
74,ALB,ALB,Albania,2005,5.1478479088983935,1.318764704,15.26330445,2.125428184,14.91794453,6.946591303,7.8148438,4.314603958,18.5,ALB,Republic of Albania,Europe & Central Asia,Upper middle income
75,ALB,ALB,Albania,2004,5.263177185425885,1.329088887,15.24239777,2.010151343,14.92306244,,,4.044311,,ALB,Republic of Albania,Europe & Central Asia,Upper middle income
76,ALB,ALB,Albania,2003,4.980363317257194,1.413564138,15.27274253,1.732066979,14.92724175,,,4.63699535,,ALB,Republic of Albania,Europe & Central Asia,Upper middle income
77,ALB,ALB,Albania,2002,5.315381955561046,1.514150932,15.13762393,1.49276329,14.93098324,,,3.43675627,25.4,ALB,Republic of Albania,Europe & Central Asia,Upper middle income
78,ALB,ALB,Albania,2001,5.022144921918233,1.266603882,14.98591407,1.408794389,14.93398201,,,3.660968543,,ALB,Republic of Albania,Europe & Central Asia,Upper middle income
79,ALB,ALB,Albania,2000,5.098055442084927,1.323982692,14.9212997,1.30471802,14.94336671,7.147323209,7.866492286,7.124824418,,ALB,Republic of Albania,Europe & Central Asia,Upper middle income
80,ALB,ALB,Albania,1999,4.347790535462054,1.247606841,14.90908953,1.233842952,14.94974028,,,3.95746089,,ALB,Republic of Albania,Europe & Central Asia,Upper middle income
81,ALB,ALB,Albania,1998,3.9240904055889936,0.78845736,14.3767399,1.003475427,14.9560738,,,4.658764032,,ALB,Republic of Albania,Europe & Central Asia,Upper middle income
82,ALB,ALB,Albania,1997,3.350251412914983,0.734289124,14.249762,0.786739392,14.96236715,,,6.391623938,,ALB,Republic of Albania,Europe & Central Asia,Upper middle income
83,ALB,ALB,Albania,1996,4.536397709799365,1.026041596,14.51704745,1.103008562,14.96862145,,,6.396679624,,ALB,Republic of Albania,Europe & Central Asia,Upper middle income
84,ALB,ALB,Albania,1995,4.618033773208362,0.766397642,14.5510096,0.885624886,14.97483656,,,6.39790418,,ALB,Republic of Albania,Europe & Central Asia,Upper middle income
85,ALB,ALB,Albania,1994,4.449131552545353,0.701611259,14.47243038,0.685957913,14.9810136,,,6.400132853,,ALB,Republic of Albania,Europe & Central Asia,Upper middle income
86,ALB,ALB,Albania,1993,2.6432638259180217,0.546385799,14.66703362,0.205444676,14.9871524,,,6.403800993,,ALB,Republic of Albania,Europe & Central Asia,Upper middle income
87,ALB,ALB,Albania,1992,2.15493954478159,0.36672428,14.68563881,-0.343261631,14.99325406,,,6.40809921,,ALB,Republic of Albania,Europe & Central Asia,Upper middle income
88,ARM,ARM,Armenia,2013,6.291795836777225,1.6470457872009632,15.519682666173924,2.344894259964952,14.911516787140622,,,,32.0,ARM,Republic of Armenia,Europe & Central Asia,Lower middle income
89,ARM,ARM,Armenia,2012,6.426017788255621,1.618001143,15.555072991220014,2.298398128,14.90687632,,,6.564621101,32.4,ARM,Republic of Armenia,Europe & Central Asia,Lower middle income
90,ARM,ARM,Armenia,2011,5.955549032198525,1.627081348,15.4172088,2.316719014,14.90339349,,,6.564621101,35.0,ARM,Republic of Armenia,Europe & Central Asia,Lower middle income
91,ARM,ARM,Armenia,2010,6.088427419908585,1.532712364,15.25464639,2.225735087,14.90188021,6.89355493,8.110337116,6.564621101,35.8,ARM,Republic of Armenia,Europe & Central Asia,Lower middle income
92,ARM,ARM,Armenia,2009,5.723259291018193,1.501799248,15.28799706,2.157320766,14.90276121,,,6.251903883,34.1,ARM,Republic of Armenia,Europe & Central Asia,Lower middle income
93,ARM,ARM,Armenia,2008,5.903034889336311,1.516758868,15.53095973,2.456339184,14.90576434,6.594960506,8.081753295,6.198080466,27.6,ARM,Republic of Armenia,Europe & Central Asia,Lower middle income
94,ARM,ARM,Armenia,2007,5.685982205065597,1.56370178,15.43769232,2.219888217,14.91015398,,,6.045499457,,ARM,Republic of Armenia,Europe & Central Asia,Lower middle income
95,ARM,ARM,Armenia,2006,5.472839617359539,1.490393081,15.29303063,1.853866559,14.91484292,,,6.267473756,,ARM,Republic of Armenia,Europe & Central Asia,Lower middle income
96,ARM,ARM,Armenia,2005,5.257061889660135,1.426432922,15.28631356,1.589324336,14.91908286,6.369044452,7.993045894,5.896950275,,ARM,Republic of Armenia,Europe & Central Asia,Lower middle income
97,ARM,ARM,Armenia,2004,5.289324707662675,1.434165055,15.10886637,1.27441689,14.92274622,,,5.860150694,,ARM,Republic of Armenia,Europe & Central Asia,Lower middle income
98,ARM,ARM,Armenia,2003,5.004159788609427,1.307180805,15.0476757,1.032138032,14.92618975,,,5.035921812,,ARM,Republic of Armenia,Europe & Central Asia,Lower middle income
99,ARM,ARM,Armenia,2002,5.206113857945803,1.235837683,14.92855487,0.865559405,14.92974977,,,4.736031768,,ARM,Republic of Armenia,Europe & Central Asia,Lower middle income
100,ARM,ARM,Armenia,2001,4.977354830216812,1.306872294,15.080293,0.750693145,14.93393724,,,4.605565108,48.3,ARM,Republic of Armenia,Europe & Central Asia,Lower middle income
101,ARM,ARM,Armenia,2000,5.123538150190594,1.306027462,15.0583141,0.64792158,14.93917247,6.134698715,7.84983071,4.7154057,,ARM,Republic of Armenia,Europe & Central Asia,Lower middle income
102,ARM,ARM,Armenia,1999,4.6529446988440135,1.355835154,14.93336257,0.612740588,14.94491713,,,4.042445821,,ARM,Republic of Armenia,Europe & Central Asia,Lower middle income
103,ARM,ARM,Armenia,1998,4.954720216074762,1.300464105,15.04123791,0.638546548,14.95108396,,,4.498784701,,ARM,Republic of Armenia,Europe & Central Asia,Lower middle income
104,ARM,ARM,Armenia,1997,4.973461864951182,1.454186627,15.00283494,0.494386697,14.95898531,,,4.961991119,,ARM,Republic of Armenia,Europe & Central Asia,Lower middle income
105,ARM,ARM,Armenia,1996,4.703042365300076,1.248754947,14.7738016,0.468107403,14.970322,,,4.922656176,,ARM,Republic of Armenia,Europe & Central Asia,Lower middle income
106,ARM,ARM,Armenia,1995,3.8284004703899286,1.05012208,15.0656942,0.384117085,14.98587684,,,4.874021059,,ARM,Republic of Armenia,Europe & Central Asia,Lower middle income
107,ARM,ARM,Armenia,1994,4.32508330792623,1.185706996,14.90292809,0.27395732,15.0063808,,,4.830662976,,ARM,Republic of Armenia,Europe & Central Asia,Lower middle income
108,ARM,ARM,Armenia,1993,3.8848765518106254,1.314798359,14.87916211,0.183415289,15.03032626,,,4.803307676,,ARM,Republic of Armenia,Europe & Central Asia,Lower middle income
109,ARM,ARM,Armenia,1992,4.998733250044553,1.849713862,15.21472978,0.241044388,15.05373898,,,4.783492088,,ARM,Republic of Armenia,Europe & Central Asia,Lower middle income
110,AGO,AGO,Angola,2013,7.733642355534327,1.9509062193146307,17.295640831682377,4.821717967483618,16.97030437614299,,,,,AGO,People's Republic of Angola,Sub-Saharan Africa,Upper middle income
111,AGO,AGO,Angola,2012,7.64418290155731,1.577327859,17.324037595254957,4.747897809,16.93724233,,,6.304596872,,AGO,People's Republic of Angola,Sub-Saharan Africa,Upper middle income
112,AGO,AGO,Angola,2011,7.466497374600631,1.584120104,17.20699539,4.645504391,16.90392666,,,6.304596872,,AGO,People's Republic of Angola,Sub-Saharan Africa,Upper middle income
113,AGO,AGO,Angola,2010,7.493583429085885,1.54329811,17.20810561,4.412445442,16.87045252,8.180264851,9.83072867,6.304596872,,AGO,People's Republic of Angola,Sub-Saharan Africa,Upper middle income
114,AGO,AGO,Angola,2009,7.078860403392818,1.418650219,17.19520061,4.324032208,16.8369156,,,6.277577264,,AGO,People's Republic of Angola,Sub-Saharan Africa,Upper middle income
115,AGO,AGO,Angola,2008,6.864858885897813,1.294091349,17.11771489,4.432934604,16.80332411,8.103796713,9.758045509,6.242024802,36.6,AGO,People's Republic of Angola,Sub-Saharan Africa,Upper middle income
116,AGO,AGO,Angola,2007,6.586273111302617,0.99982273,17.04044611,4.101798175,16.76958231,,,6.240310932,,AGO,People's Republic of Angola,Sub-Saharan Africa,Upper middle income
117,AGO,AGO,Angola,2006,6.426794411660251,1.04750845,16.91857249,3.732644949,16.73552024,,,6.257313119,,AGO,People's Republic of Angola,Sub-Saharan Africa,Upper middle income
118,AGO,AGO,Angola,2005,6.101787631460363,0.726572285,16.76814784,3.340516276,16.70103403,8.025091182,9.702515145,6.334073274,,AGO,People's Republic of Angola,Sub-Saharan Africa,Upper middle income
119,AGO,AGO,Angola,2004,6.20118926692207,0.467550623,16.74901497,2.97761222,16.66595691,,,6.325027198,,AGO,People's Republic of Angola,Sub-Saharan Africa,Upper middle income
120,AGO,AGO,Angola,2003,5.752011515602026,0.500629823,16.01991199,2.652463439,16.63040388,,,6.315819016,,AGO,People's Republic of Angola,Sub-Saharan Africa,Upper middle income
121,AGO,AGO,Angola,2002,5.952766881760092,0.377531917,16.35441743,2.525516305,16.59493188,,,6.217342357,,AGO,People's Republic of Angola,Sub-Saharan Africa,Upper middle income
122,AGO,AGO,Angola,2001,6.010136973352604,0.302132165,16.09095238,2.190096931,16.56039343,,,6.168354714,,AGO,People's Republic of Angola,Sub-Saharan Africa,Upper middle income
123,AGO,AGO,Angola,2000,6.015888457823797,0.176487907,16.07116483,2.211521314,16.52746234,8.008132676,9.665141527,6.217611583,,AGO,People's Republic of Angola,Sub-Saharan Africa,Upper middle income
124,AGO,AGO,Angola,1999,5.763438631926904,0.100749903,16.02997446,1.816927244,16.4966679,,,6.276323889,,AGO,People's Republic of Angola,Sub-Saharan Africa,Upper middle income
125,AGO,AGO,Angola,1998,5.718489388069779,0.283674051,15.80452549,1.863311126,16.46788665,,,6.301554307,,AGO,People's Republic of Angola,Sub-Saharan Africa,Upper middle income
126,AGO,AGO,Angola,1997,5.46113376856991,0.195566784,15.81451059,2.034493522,16.4403145,,,1.938802089,,AGO,People's Republic of Angola,Sub-Saharan Africa,Upper middle income
127,AGO,AGO,Angola,1996,5.651257542783352,0.081579987,16.16605566,2.018423032,16.41261527,,,1.887188581,,AGO,People's Republic of Angola,Sub-Saharan Africa,Upper middle income
128,AGO,AGO,Angola,1995,5.461641036545924,0.071389996,16.21449624,1.617317285,16.38373654,,,1.892906822,,AGO,People's Republic of Angola,Sub-Saharan Africa,Upper middle income
129,AGO,AGO,Angola,1994,5.32538407299911,0.068592791,15.17409631,1.401023393,16.35304784,,,1.904544703,,AGO,People's Republic of Angola,Sub-Saharan Africa,Upper middle income
130,AGO,AGO,Angola,1993,5.2389957987472195,0.060153923,15.57357432,1.664986151,16.32077409,,,1.94636576,,AGO,People's Republic of Angola,Sub-Saharan Africa,Upper middle income
131,AGO,AGO,Angola,1992,5.545077894053388,0.012916225,15.30136401,1.754298883,16.28775159,,,1.971836843,,AGO,People's Republic of Angola,Sub-Saharan Africa,Upper middle income
132,ASM,ASM,American Samoa,2013,2.795726909921323,-1.9304699645674355,,,10.92056435322172,,,,,ASM,American Samoa,East Asia & Pacific,Upper middle income
133,ASM,ASM,American Samoa,2012,3.076077970898444,-1.924080166,,,10.91920724,,,,,ASM,American Samoa,East Asia & Pacific,Upper middle income
134,ASM,ASM,American Samoa,2011,2.8528861042118288,-1.936900855,,,10.92081748,,,,,ASM,American Samoa,East Asia & Pacific,Upper middle income
135,ASM,ASM,American Samoa,2010,3.2396806060903427,-1.91142177,,,10.92658575,,,,,ASM,American Samoa,East Asia & Pacific,Upper middle income
136,ASM,ASM,American Samoa,2009,,-1.798542422,,,10.93713456,,,,,ASM,American Samoa,East Asia & Pacific,Upper middle income
137,ASM,ASM,American Samoa,2008,1.754274408541547,-1.749217355,,,10.95135026,,,,,ASM,American Samoa,East Asia & Pacific,Upper middle income
138,ASM,ASM,American Samoa,2007,1.754274408541547,-1.765390214,,,10.96654175,,,,,ASM,American Samoa,East Asia & Pacific,Upper middle income
139,ASM,ASM,American Samoa,2006,0.6556702686012047,-1.781828941,,,10.97930875,,,,,ASM,American Samoa,East Asia & Pacific,Upper middle income
140,ASM,ASM,American Samoa,2005,,-1.798542422,,,10.98727381,,,,,ASM,American Samoa,East Asia & Pacific,Upper middle income
141,ASM,ASM,American Samoa,2004,1.9084471042262123,-1.804176239,,,10.98972357,,,,,ASM,American Samoa,East Asia & Pacific,Upper middle income
142,ASM,ASM,American Samoa,2003,,-1.804176239,,,10.98727381,,,,,ASM,American Samoa,East Asia & Pacific,Upper middle income
143,ASM,ASM,American Samoa,2002,,-1.856361992,,,10.98068892,,,,,ASM,American Samoa,East Asia & Pacific,Upper middle income
144,ASM,ASM,American Samoa,2001,2.1317156225171985,-1.898921607,,,10.97122818,,,,,ASM,American Samoa,East Asia & Pacific,Upper middle income
145,ASM,ASM,American Samoa,2000,2.810442332651412,-1.91142177,,,10.95992276,,,,,ASM,American Samoa,East Asia & Pacific,Upper middle income
146,ASM,ASM,American Samoa,1999,0.7736880622011453,-1.956445451,,,10.94672807,,,,,ASM,American Samoa,East Asia & Pacific,Upper middle income
147,ASM,ASM,American Samoa,1998,,-1.989893385,,,10.93130177,,,,,ASM,American Samoa,East Asia & Pacific,Upper middle income
